indicator,period,source,location,value,value_type,Sub-dashboard
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Umuahia North LGA,1,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Umuahia North LGA,11.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Umuahia North LGA,3.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Umuahia North LGA,4,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Umuahia North LGA,8.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Umuahia North LGA,14,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Umuahia North LGA,16.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Umu Nneochi LGA,1.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Umu Nneochi LGA,4.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Umu Nneochi LGA,3,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Umu Nneochi LGA,3,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Umu Nneochi LGA,4.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Umu Nneochi LGA,5.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Umu Nneochi LGA,4,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Ukwuani LGA,29.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Ukwuani LGA,23.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Ukwuani LGA,10.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Ukwuani LGA,22.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Ukwuani LGA,24.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Ukwuani LGA,24,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Ukwa West LGA,0.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Ukwa West LGA,2.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Ukwa West LGA,1.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Ukwa West LGA,2.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Ukwa West LGA,2.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Ukwa West LGA,2.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Ukwa West LGA,3.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Ukwa East LGA,3.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Ukwa East LGA,4.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Ukwa East LGA,5.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Ukwa East LGA,3.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Ukwa East LGA,3.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Ukwa East LGA,4,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Ukum LGA,1.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Ukum LGA,5.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Ukum LGA,7.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Ukum LGA,10.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Ukum LGA,2.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Ukum LGA,0.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Ukum LGA,2.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Ukanafun LGA,0.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Ukanafun LGA,1.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Ukanafun LGA,2.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Ukanafun LGA,1.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Ukanafun LGA,0.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Ukanafun LGA,0.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Ukanafun LGA,0.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Uhunmwonde LGA,9.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Uhunmwonde LGA,14,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Uhunmwonde LGA,4.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Uhunmwonde LGA,10.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Uhunmwonde LGA,8.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Uhunmwonde LGA,6.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Uhunmwonde LGA,9,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Ugwunagbo LGA,7.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Ugwunagbo LGA,2.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Ugwunagbo LGA,4.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Ugwunagbo LGA,3,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Ugwunagbo LGA,9.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Ugwunagbo LGA,13,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Ughelli South LGA,14.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Ughelli South LGA,10.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Ughelli South LGA,12,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Ughelli South LGA,14.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Ughelli South LGA,11.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Ughelli South LGA,9.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Ughelli North LGA,130.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Ughelli North LGA,26.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Ughelli North LGA,8.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Ughelli North LGA,7.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Ughelli North LGA,14.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Ughelli North LGA,13.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Udung-Uko LGA,2.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Udung-Uko LGA,14,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Udung-Uko LGA,15.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Udung-Uko LGA,2,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Udung-Uko LGA,2.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Udung-Uko LGA,0.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Udung-Uko LGA,0.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Udu LGA,13.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Udu LGA,6.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Udu LGA,9.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Udu LGA,8.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Udu LGA,13.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Udu LGA,13.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Udi LGA,9.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Udi LGA,7.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Udi LGA,24.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Udi LGA,3.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Udi LGA,3.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Udi LGA,4.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Udenu LGA,1.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Udenu LGA,16,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Udenu LGA,15.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Udenu LGA,8,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Udenu LGA,7.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Udenu LGA,9.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Udenu LGA,11.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Tureta LGA,23.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Tureta LGA,50.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Tureta LGA,67.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Tureta LGA,38,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Tureta LGA,22.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Tureta LGA,36.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Tudun Wada LGA,21.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Tudun Wada LGA,11.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Tudun Wada LGA,11,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Tudun Wada LGA,6.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Tudun Wada LGA,12.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Tudun Wada LGA,24,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Tsanyawa LGA,0.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Tsanyawa LGA,14,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Tsanyawa LGA,13.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Tsanyawa LGA,9.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Tsanyawa LGA,8.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Tsanyawa LGA,12.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Tsanyawa LGA,16.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Tsafe LGA,9.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Tsafe LGA,24.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Tsafe LGA,23.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Tsafe LGA,22.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Tsafe LGA,25.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Tsafe LGA,33.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Tsafe LGA,41.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Toungo LGA,8.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Toungo LGA,37.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Toungo LGA,13.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Toungo LGA,81,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Toungo LGA,60.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Toungo LGA,67.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Toungo LGA,36.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Toto LGA,10.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Toto LGA,20.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Toto LGA,13.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Toto LGA,19.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Toto LGA,53.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Toto LGA,29,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Toto LGA,24.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Toro LGA,48.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Toro LGA,68.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Toro LGA,67,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Toro LGA,78.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Toro LGA,87.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Toro LGA,32.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Tofa LGA,73.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Tofa LGA,27.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Tofa LGA,28.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Tofa LGA,18.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Tofa LGA,18.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Tofa LGA,19.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Taura LGA,132.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Taura LGA,121.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Taura LGA,112.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Taura LGA,71.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Taura LGA,67.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Taura LGA,75.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Tarmuwa LGA,10.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Tarmuwa LGA,7.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Tarmuwa LGA,22,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Tarmuwa LGA,10,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Tarmuwa LGA,18.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Tarmuwa LGA,29.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Tarmuwa LGA,16,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Tarka LGA,3,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Tarka LGA,6.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Tarka LGA,6.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Tarka LGA,3.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Tarka LGA,9.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Tarka LGA,20.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Tarka LGA,7,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Tarauni LGA,1.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Tarauni LGA,18.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Tarauni LGA,17.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Tarauni LGA,24.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Tarauni LGA,37.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Tarauni LGA,91.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Tarauni LGA,143.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Taraba South Sen. Dist.,13.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Taraba South Sen. Dist.,4.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Taraba South Sen. Dist.,12.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Taraba South Sen. Dist.,10.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Taraba South Sen. Dist.,12.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Taraba North Sen. Dist.,0.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Taraba North Sen. Dist.,15.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Taraba North Sen. Dist.,12,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Taraba North Sen. Dist.,19,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Taraba North Sen. Dist.,26.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Taraba North Sen. Dist.,18.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Taraba Central Sen. Dist.,0.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Taraba Central Sen. Dist.,18.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Taraba Central Sen. Dist.,20.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Taraba Central Sen. Dist.,34,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Taraba Central Sen. Dist.,33.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Taraba Central Sen. Dist.,25.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Tangaza LGA,32.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Tangaza LGA,22.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Tangaza LGA,32,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Tangaza LGA,54.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Tangaza LGA,38.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Tangaza LGA,30.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Tambuwal LGA,14.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Tambuwal LGA,28,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Tambuwal LGA,27.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Tambuwal LGA,18.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Tambuwal LGA,21.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Tambuwal LGA,18.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Talata Mafara LGA,12.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Talata Mafara LGA,16,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Talata Mafara LGA,11.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Talata Mafara LGA,13,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Talata Mafara LGA,8.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Talata Mafara LGA,25.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Talata Mafara LGA,41,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Takum LGA,18.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Takum LGA,1,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Takum LGA,12.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Takum LGA,7.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Takum LGA,8.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Takum LGA,22.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Takai LGA,2.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Takai LGA,21.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Takai LGA,22,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Takai LGA,16,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Takai LGA,16.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Takai LGA,14.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Takai LGA,15.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Tai LGA,0.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Tai LGA,4.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Tai LGA,3.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Tai LGA,5.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Tai LGA,5.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Tai LGA,11.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Tai LGA,8.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Tafawa Balewa LGA,17.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Tafawa Balewa LGA,24.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Tafawa Balewa LGA,36.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Tafawa Balewa LGA,31.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Tafawa Balewa LGA,27.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Tafawa Balewa LGA,34.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Tafa LGA,20.4,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Tafa LGA,34.6,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Tafa LGA,45.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Tafa LGA,29,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Tafa LGA,48.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Tafa LGA,33.9,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Tafa LGA,34.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2013,NHMIS-DHIS2,Surulere LGA,6.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Surulere LGA,7.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Surulere LGA,4.2,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Surulere LGA,4.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Surulere LGA,4.7,Routine,Health_Outcomes
ANC Coverage (4 visits),2018,NHMIS-DHIS2,Surulere LGA,3.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2019,NHMIS-DHIS2,Surulere LGA,5.8,Routine,Health_Outcomes
ANC Coverage (4 visits),2014,NHMIS-DHIS2,Suru LGA,22.5,Routine,Health_Outcomes
ANC Coverage (4 visits),2015,NHMIS-DHIS2,Suru LGA,11.1,Routine,Health_Outcomes
ANC Coverage (4 visits),2016,NHMIS-DHIS2,Suru LGA,13.3,Routine,Health_Outcomes
ANC Coverage (4 visits),2017,NHMIS-DHIS2,Suru LGA,17.2,Routine,Health_Outcomes
